0.0,0.0,15.0,1667421420.2809153
1.0,50.0,30.0,1667421826.944975
2.0,100.0,4.0,1667422105.4023995
3.0,150.0,6.0,1667422390.490379
4.0,200.0,8.0,1667422790.1834898
5.0,250.0,26.0,1667423139.523118
6.0,300.0,23.0,1667423527.2923071
7.0,350.0,21.0,1667423919.2686934
8.0,400.0,14.0,1667424245.949211
9.0,450.0,2.0,1667424579.7332158
10.0,500.0,0.0,1667424923.2522454
11.0,550.0,19.0,1667425273.4926422
12.0,600.0,25.0,1667425632.0374303
13.0,650.0,20.0,1667425996.9632874
14.0,700.0,29.0,1667426369.8046606
15.0,750.0,27.0,1667426750.6345603
16.0,800.0,9.0,1667427139.298643
17.0,850.0,10.0,1667427537.1151304
18.0,900.0,3.0,1667427942.1581552
19.0,950.0,12.0,1667428355.4840386
20.0,1000.0,16.0,1667428776.717686
21.0,1050.0,1.0,1667429206.4295988
22.0,1100.0,5.0,1667429643.4330828
23.0,1150.0,7.0,1667430088.846117
24.0,1200.0,28.0,1667430542.7750568
25.0,1250.0,31.0,1667431004.1592958
26.0,1300.0,22.0,1667431474.7324934
27.0,1350.0,18.0,1667431962.881002
28.0,1400.0,17.0,1667432456.278974
29.0,1450.0,24.0,1667432959.1950083
30.0,1500.0,11.0,1667433481.588955
31.0,1550.0,13.0,1667434013.7007911
