0.0,0.0,21.0,1667421455.5306122
1.0,50.0,16.0,1667421825.69562
2.0,100.0,28.0,1667422101.8721797
3.0,150.0,5.0,1667422385.5494988
4.0,200.0,0.0,1667422776.5749469
5.0,250.0,12.0,1667423132.413792
6.0,300.0,6.0,1667423517.3909745
7.0,350.0,14.0,1667423904.248362
8.0,400.0,26.0,1667424229.278646
9.0,450.0,15.0,1667424560.8758402
10.0,500.0,27.0,1667424901.1460824
11.0,550.0,9.0,1667425249.9893684
12.0,600.0,19.0,1667425606.0481007
13.0,650.0,22.0,1667425970.805884
14.0,700.0,13.0,1667426342.5400772
15.0,750.0,17.0,1667426723.8946102
16.0,800.0,20.0,1667427112.4747598
17.0,850.0,10.0,1667427509.6865566
18.0,900.0,18.0,1667427914.3481765
19.0,950.0,8.0,1667428326.7929604
20.0,1000.0,24.0,1667428747.8487382
21.0,1050.0,30.0,1667429175.65589
22.0,1100.0,4.0,1667429612.3354595
23.0,1150.0,1.0,1667430056.861638
24.0,1200.0,29.0,1667430509.0491664
25.0,1250.0,23.0,1667430970.835468
26.0,1300.0,3.0,1667431448.88203
27.0,1350.0,31.0,1667431935.6282458
28.0,1400.0,11.0,1667432431.6376605
29.0,1450.0,7.0,1667432945.6978843
30.0,1500.0,2.0,1667433466.073941
31.0,1550.0,25.0,1667433997.301202
