0.0,0.0,17.0,1667421509.1957996
1.0,50.0,31.0,1667421828.1911588
2.0,100.0,25.0,1667422104.1018267
3.0,150.0,21.0,1667422388.75115
4.0,200.0,13.0,1667422790.1844378
5.0,250.0,18.0,1667423132.4923415
6.0,300.0,0.0,1667423513.603567
7.0,350.0,22.0,1667423907.0696354
8.0,400.0,2.0,1667424231.5563354
9.0,450.0,15.0,1667424562.6814356
10.0,500.0,30.0,1667424901.4498656
11.0,550.0,24.0,1667425249.8194115
12.0,600.0,12.0,1667425605.6236944
13.0,650.0,3.0,1667425969.2308176
14.0,700.0,1.0,1667426341.3423312
15.0,750.0,11.0,1667426722.0729053
16.0,800.0,14.0,1667427110.128003
17.0,850.0,16.0,1667427506.7158964
18.0,900.0,10.0,1667427911.797116
19.0,950.0,19.0,1667428324.5201316
20.0,1000.0,29.0,1667428744.8764863
21.0,1050.0,8.0,1667429173.4102058
22.0,1100.0,23.0,1667429611.069624
23.0,1150.0,5.0,1667430056.824511
24.0,1200.0,28.0,1667430509.9486706
25.0,1250.0,7.0,1667430968.9914951
26.0,1300.0,20.0,1667431451.9826937
27.0,1350.0,27.0,1667431940.4657276
28.0,1400.0,6.0,1667432451.7952976
29.0,1450.0,9.0,1667432966.1331084
30.0,1500.0,4.0,1667433488.9753804
31.0,1550.0,26.0,1667434019.6963105
