0.0,0.0,3.0,1667421582.2981815
1.0,50.0,14.0,1667421886.5086212
2.0,100.0,28.0,1667422164.842744
3.0,150.0,25.0,1667422450.6936781
4.0,200.0,29.0,1667422864.0328875
5.0,250.0,19.0,1667423199.532494
6.0,300.0,27.0,1667423582.930288
7.0,350.0,9.0,1667423983.3074214
8.0,400.0,2.0,1667424309.5998578
9.0,450.0,7.0,1667424642.2160044
10.0,500.0,31.0,1667424983.977713
11.0,550.0,15.0,1667425335.2858117
12.0,600.0,12.0,1667425693.3788385
13.0,650.0,21.0,1667426059.7235801
14.0,700.0,10.0,1667426433.4760835
15.0,750.0,0.0,1667426814.9344206
16.0,800.0,5.0,1667427205.7728956
17.0,850.0,11.0,1667427603.6172605
18.0,900.0,6.0,1667428009.6389499
19.0,950.0,20.0,1667428424.340687
20.0,1000.0,26.0,1667428846.7400544
21.0,1050.0,30.0,1667429277.0271244
22.0,1100.0,22.0,1667429716.1612809
23.0,1150.0,23.0,1667430164.5964363
24.0,1200.0,4.0,1667430619.2916317
25.0,1250.0,13.0,1667431082.4115117
26.0,1300.0,17.0,1667431564.4814165
27.0,1350.0,24.0,1667432056.3044002
28.0,1400.0,8.0,1667432565.9458518
29.0,1450.0,16.0,1667433083.0090308
30.0,1500.0,18.0,1667433607.4627228
31.0,1550.0,1.0,1667434142.5497534
