0.0,0.0,4.0,1667421402.7527592
1.0,50.0,1.0,1667421830.6484797
2.0,100.0,14.0,1667422108.159445
3.0,150.0,16.0,1667422393.9694672
4.0,200.0,22.0,1667422806.143503
5.0,250.0,3.0,1667423147.384668
6.0,300.0,5.0,1667423528.0285723
7.0,350.0,26.0,1667423923.3664563
8.0,400.0,9.0,1667424249.1826258
9.0,450.0,2.0,1667424584.1570983
10.0,500.0,20.0,1667424925.7610075
11.0,550.0,31.0,1667425275.1386843
12.0,600.0,30.0,1667425632.1366472
13.0,650.0,6.0,1667425997.1959188
14.0,700.0,29.0,1667426370.5228524
15.0,750.0,11.0,1667426752.0270257
16.0,800.0,21.0,1667427141.073942
17.0,850.0,23.0,1667427538.4623878
18.0,900.0,15.0,1667427942.8251998
19.0,950.0,7.0,1667428356.115312
20.0,1000.0,12.0,1667428777.0082393
21.0,1050.0,17.0,1667429206.2710814
22.0,1100.0,27.0,1667429643.6271741
23.0,1150.0,8.0,1667430089.1875944
24.0,1200.0,28.0,1667430543.3268352
25.0,1250.0,18.0,1667431005.8429325
26.0,1300.0,24.0,1667431488.3760414
27.0,1350.0,0.0,1667431974.804311
28.0,1400.0,13.0,1667432468.4424505
29.0,1450.0,25.0,1667432983.4690962
30.0,1500.0,10.0,1667433507.4103403
31.0,1550.0,19.0,1667434040.5950477
