0.0,0.0,4.0,1667421497.6077201
1.0,50.0,7.0,1667421822.0391219
2.0,100.0,23.0,1667422096.9334958
3.0,150.0,2.0,1667422380.612585
4.0,200.0,8.0,1667422779.3320227
5.0,250.0,22.0,1667423127.9988608
6.0,300.0,15.0,1667423503.660409
7.0,350.0,1.0,1667423903.4182014
8.0,400.0,31.0,1667424227.507687
9.0,450.0,29.0,1667424560.03333
10.0,500.0,30.0,1667424900.0599978
11.0,550.0,6.0,1667425247.8164783
12.0,600.0,17.0,1667425604.5238104
13.0,650.0,9.0,1667425968.9113858
14.0,700.0,0.0,1667426340.9731104
15.0,750.0,13.0,1667426721.5233762
16.0,800.0,21.0,1667427109.3243315
17.0,850.0,3.0,1667427505.947795
18.0,900.0,5.0,1667427908.1460693
19.0,950.0,16.0,1667428320.5473444
20.0,1000.0,24.0,1667428740.8365514
21.0,1050.0,11.0,1667429168.8519857
22.0,1100.0,19.0,1667429606.3733516
23.0,1150.0,28.0,1667430051.8044624
24.0,1200.0,12.0,1667430505.4851117
25.0,1250.0,10.0,1667430965.833064
26.0,1300.0,26.0,1667431446.9913151
27.0,1350.0,18.0,1667431934.581083
28.0,1400.0,14.0,1667432427.4636462
29.0,1450.0,27.0,1667432941.239619
30.0,1500.0,20.0,1667433464.3977404
31.0,1550.0,25.0,1667433996.2713032
