0.0,0.0,5.0,1667421518.912731
1.0,50.0,11.0,1667421827.5391018
2.0,100.0,20.0,1667422104.7268887
3.0,150.0,15.0,1667422389.10116
4.0,200.0,17.0,1667422778.0204148
5.0,250.0,14.0,1667423128.0154757
6.0,300.0,8.0,1667423504.7007236
7.0,350.0,31.0,1667423894.337258
8.0,400.0,3.0,1667424218.2788763
9.0,450.0,4.0,1667424549.8262138
10.0,500.0,2.0,1667424890.52234
11.0,550.0,30.0,1667425237.6979876
12.0,600.0,28.0,1667425593.8012977
13.0,650.0,6.0,1667425958.2689648
14.0,700.0,10.0,1667426329.7882893
15.0,750.0,1.0,1667426710.1776314
16.0,800.0,12.0,1667427098.3135443
17.0,850.0,21.0,1667427494.8641226
18.0,900.0,26.0,1667427899.5602503
19.0,950.0,29.0,1667428313.033858
20.0,1000.0,0.0,1667428733.341389
21.0,1050.0,18.0,1667429161.3884954
22.0,1100.0,7.0,1667429598.4312942
23.0,1150.0,25.0,1667430043.2126665
24.0,1200.0,13.0,1667430496.5525284
25.0,1250.0,16.0,1667430956.9403143
26.0,1300.0,22.0,1667431440.929101
27.0,1350.0,19.0,1667431929.078333
28.0,1400.0,27.0,1667432422.675754
29.0,1450.0,9.0,1667432936.0296369
30.0,1500.0,24.0,1667433459.1862538
31.0,1550.0,23.0,1667433990.888803
