0.0,0.0,11.0,1667421463.522089
1.0,50.0,9.0,1667421828.71809
2.0,100.0,26.0,1667422104.9231179
3.0,150.0,21.0,1667422389.313552
4.0,200.0,25.0,1667422790.1856022
5.0,250.0,10.0,1667423134.7332206
6.0,300.0,30.0,1667423514.7188013
7.0,350.0,13.0,1667423904.60139
8.0,400.0,19.0,1667424231.4459488
9.0,450.0,3.0,1667424564.233171
10.0,500.0,31.0,1667424905.6793175
11.0,550.0,27.0,1667425254.7349563
12.0,600.0,20.0,1667425611.495774
13.0,650.0,4.0,1667425975.2139127
14.0,700.0,23.0,1667426348.37047
15.0,750.0,15.0,1667426726.6741168
16.0,800.0,29.0,1667427114.7461228
17.0,850.0,1.0,1667427511.0003104
18.0,900.0,18.0,1667427915.2717562
19.0,950.0,24.0,1667428327.930802
20.0,1000.0,6.0,1667428748.5693536
21.0,1050.0,22.0,1667429176.457098
22.0,1100.0,8.0,1667429612.7957442
23.0,1150.0,12.0,1667430058.502032
24.0,1200.0,16.0,1667430512.5109816
25.0,1250.0,28.0,1667430973.212956
26.0,1300.0,5.0,1667431440.7380114
27.0,1350.0,14.0,1667431927.629042
28.0,1400.0,2.0,1667432428.2692084
29.0,1450.0,0.0,1667432942.087086
30.0,1500.0,7.0,1667433464.856173
31.0,1550.0,17.0,1667433998.0833557
