0.0,0.0,3.0,1667421484.0885448
1.0,50.0,28.0,1667421825.9303257
2.0,100.0,5.0,1667422099.9041417
3.0,150.0,16.0,1667422383.810035
4.0,200.0,4.0,1667422787.4926724
5.0,250.0,21.0,1667423133.254165
6.0,300.0,2.0,1667423510.1532996
7.0,350.0,18.0,1667423901.8339987
8.0,400.0,12.0,1667424224.9350297
9.0,450.0,31.0,1667424556.145144
10.0,500.0,24.0,1667424896.0866091
11.0,550.0,29.0,1667425244.1166477
12.0,600.0,14.0,1667425600.2284315
13.0,650.0,8.0,1667425964.7864451
14.0,700.0,25.0,1667426336.6827352
15.0,750.0,11.0,1667426717.5999403
16.0,800.0,6.0,1667427105.9043164
17.0,850.0,15.0,1667427501.7839081
18.0,900.0,26.0,1667427904.8299916
19.0,950.0,27.0,1667428316.7184832
20.0,1000.0,23.0,1667428736.927431
21.0,1050.0,20.0,1667429166.0725806
22.0,1100.0,19.0,1667429603.0491343
23.0,1150.0,17.0,1667430048.7606158
24.0,1200.0,1.0,1667430501.918988
25.0,1250.0,13.0,1667430963.1382127
26.0,1300.0,0.0,1667431431.3006036
27.0,1350.0,7.0,1667431918.6424837
28.0,1400.0,9.0,1667432412.7361197
29.0,1450.0,10.0,1667432927.589766
30.0,1500.0,30.0,1667433449.0023472
31.0,1550.0,22.0,1667433981.6951165
