54,22,tensor(22),{31: 0.960526, 22: 0.9868419766426086},117000,tensor([ 0.0112, -0.0857,  0.0820,  ...,  0.0656, -0.0670,  0.0190])
94,4,tensor(22),{31: 0.960526, 22: 1.0},117000,tensor([ 0.0101, -0.0901,  0.0831,  ...,  0.0607, -0.0670,  0.0190])
104,31,tensor(11),{31: 0.960526, 22: 1.0, 11: 1.0},117000,tensor([-0.0204, -0.0408,  0.0529,  ...,  0.0524, -0.0494,  0.0190])
114,31,tensor(11),{31: 0.960526, 22: 1.0, 11: 1.0},117000,tensor([-0.0204, -0.0408,  0.0529,  ...,  0.0524, -0.0494,  0.0190])
134,31,tensor(11),{31: 0.960526, 22: 1.0, 11: 1.0},117000,tensor([-0.0204, -0.0408,  0.0529,  ...,  0.0524, -0.0494,  0.0190])
154,1,tensor(28),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0},117000,tensor([-0.0022, -0.0704,  0.0866,  ...,  0.0345, -0.0699,  0.0190])
164,1,tensor(28),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0},117000,tensor([-0.0022, -0.0704,  0.0866,  ...,  0.0345, -0.0699,  0.0190])
174,1,tensor(28),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0},117000,tensor([-0.0022, -0.0704,  0.0866,  ...,  0.0345, -0.0699,  0.0190])
194,1,tensor(28),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0},117000,tensor([-0.0022, -0.0704,  0.0866,  ...,  0.0345, -0.0699,  0.0190])
204,3,tensor(10),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0},117000,tensor([-0.0188, -0.0143,  0.0523,  ..., -0.0254, -0.0102, -0.0013])
214,19,tensor(10),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0},117000,tensor([-0.0343, -0.0082,  0.0493,  ..., -0.0259, -0.0106, -0.0014])
234,5,tensor(10),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0},117000,tensor([-0.0325, -0.0128,  0.0521,  ..., -0.0252, -0.0110, -0.0048])
254,10,tensor(29),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 0.946636974811554},117000,tensor([-0.0095, -0.0517,  0.0600,  ...,  0.0420, -0.0675,  0.0190])
264,28,tensor(29),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 0.973684},117000,tensor([-0.0115, -0.0486,  0.0571,  ...,  0.0405, -0.0675,  0.0190])
284,28,tensor(29),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0},117000,tensor([-0.0125, -0.0461,  0.0537,  ...,  0.0363, -0.0697,  0.0190])
304,18,tensor(14),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0},117000,tensor([-0.0515, -0.0641,  0.0822,  ...,  0.0470, -0.0808,  0.0190])
314,18,tensor(14),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0},117000,tensor([-0.0515, -0.0641,  0.0822,  ...,  0.0470, -0.0808,  0.0190])
334,18,tensor(14),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0},117000,tensor([-0.0515, -0.0641,  0.0822,  ...,  0.0470, -0.0808,  0.0190])
344,18,tensor(14),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0},117000,tensor([-0.0515, -0.0641,  0.0822,  ...,  0.0470, -0.0808,  0.0190])
354,19,tensor(24),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.23323999345302582},117000,tensor([-0.0267, -0.0567,  0.0667,  ...,  0.0341, -0.0678,  0.0190])
364,12,tensor(24),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.23324},117000,tensor([-0.0289, -0.0513,  0.0624,  ...,  0.0332, -0.0678,  0.0190])
384,16,tensor(24),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338},117000,tensor([-0.0298, -0.0528,  0.0644,  ...,  0.0326, -0.0678,  0.0190])
405,2,tensor(3),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
415,2,tensor(3),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
435,2,tensor(3),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
445,2,tensor(3),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0},117000,tensor([ 0.0066, -0.0715,  0.0736,  ...,  0.0490, -0.0561,  0.0157])
455,1,tensor(9),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0},117000,tensor([-0.0152, -0.0212,  0.0537,  ..., -0.0159, -0.0192, -0.0150])
465,1,tensor(9),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0},117000,tensor([-0.0152, -0.0212,  0.0537,  ..., -0.0159, -0.0192, -0.0150])
505,4,tensor(30),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
515,4,tensor(30),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
535,4,tensor(30),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0},117000,tensor([-0.0581, -0.0506,  0.0722,  ...,  0.0467, -0.0598,  0.0190])
555,13,tensor(7),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.32930800318717957},117000,tensor([ 0.0191, -0.0752,  0.0646,  ...,  0.0204, -0.0455,  0.0150])
565,13,tensor(7),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308},117000,tensor([ 0.0191, -0.0752,  0.0646,  ...,  0.0204, -0.0455,  0.0150])
575,13,tensor(7),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308},117000,tensor([ 0.0191, -0.0752,  0.0646,  ...,  0.0204, -0.0455,  0.0150])
585,13,tensor(7),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308},117000,tensor([ 0.0191, -0.0752,  0.0646,  ...,  0.0204, -0.0455,  0.0150])
595,13,tensor(7),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308},117000,tensor([ 0.0191, -0.0752,  0.0646,  ...,  0.0204, -0.0455,  0.0150])
605,2,tensor(2),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0},117000,tensor([-0.0033, -0.0211,  0.0138,  ..., -0.0213, -0.0247, -0.0003])
615,2,tensor(2),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0},117000,tensor([-0.0033, -0.0211,  0.0138,  ..., -0.0213, -0.0247, -0.0003])
651,2,tensor(2),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0, 12: 0.01914},117000,tensor([-0.0033, -0.0211,  0.0138,  ..., -0.0213, -0.0247, -0.0003])
671,2,tensor(2),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0, 12: 0.478126},117000,tensor([-0.0033, -0.0211,  0.0138,  ..., -0.0213, -0.0247, -0.0003])
691,3,tensor(12),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0, 12: 1.0},117000,tensor([-0.0269, -0.0552,  0.0713,  ...,  0.0538, -0.0670,  0.0190])
711,3,tensor(12),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0, 12: 1.0, 23: 0.019399},117000,tensor([-0.0269, -0.0552,  0.0713,  ...,  0.0538, -0.0670,  0.0190])
731,3,tensor(12),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0, 12: 1.0, 23: 0.959064},117000,tensor([-0.0269, -0.0552,  0.0713,  ...,  0.0538, -0.0670,  0.0190])
751,3,tensor(12),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0, 12: 1.0, 23: 0.972222, 1: 0.0},117000,tensor([-0.0269, -0.0552,  0.0713,  ...,  0.0538, -0.0670,  0.0190])
791,4,tensor(23),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0, 12: 1.0, 23: 1.0, 1: 0.806506},117000,tensor([-0.0003, -0.0656,  0.0759,  ...,  0.0343, -0.0754, -0.0026])
811,4,tensor(23),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0, 12: 1.0, 23: 1.0, 1: 1.0, 20: 0.0},117000,tensor([-0.0003, -0.0656,  0.0759,  ...,  0.0343, -0.0754, -0.0026])
832,4,tensor(23),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0, 12: 1.0, 23: 1.0, 1: 1.0, 20: 0.770933},117000,tensor([-0.0003, -0.0656,  0.0759,  ...,  0.0343, -0.0754, -0.0026])
852,4,tensor(23),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0, 12: 1.0, 23: 1.0, 1: 1.0, 20: 0.986842, 19: 0.0},117000,tensor([-0.0003, -0.0656,  0.0759,  ...,  0.0343, -0.0754, -0.0026])
872,4,tensor(23),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0, 12: 1.0, 23: 1.0, 1: 1.0, 20: 0.986842, 19: 0.011653},117000,tensor([-0.0003, -0.0656,  0.0759,  ...,  0.0343, -0.0754, -0.0026])
891,1,tensor(1),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0, 12: 1.0, 23: 1.0, 1: 1.0, 20: 0.986842, 19: 0.973684},117000,tensor([-0.0187, -0.0496,  0.0527,  ...,  0.0582, -0.0595,  0.0190])
912,1,tensor(1),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0, 12: 1.0, 23: 1.0, 1: 1.0, 20: 0.986842, 19: 0.986111, 18: 0.0},117000,tensor([-0.0187, -0.0496,  0.0527,  ...,  0.0582, -0.0595,  0.0190])
931,1,tensor(1),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0, 12: 1.0, 23: 1.0, 1: 1.0, 20: 0.986842, 19: 0.986111, 18: 0.832237},117000,tensor([-0.0187, -0.0496,  0.0527,  ...,  0.0582, -0.0595,  0.0190])
952,1,tensor(1),{31: 0.960526, 22: 1.0, 11: 1.0, 28: 1.0, 10: 1.0, 29: 1.0, 14: 1.0, 24: 0.237338, 3: 1.0, 9: 1.0, 30: 1.0, 7: 0.329308, 2: 1.0, 12: 1.0, 23: 1.0, 1: 1.0, 20: 0.986842, 19: 0.986111, 18: 1.0, 27: 0.0},117000,tensor([-0.0187, -0.0496,  0.0527,  ...,  0.0582, -0.0595,  0.0190])
