22,13,tensor(22),{22: 0.005556},117000,tensor([ 0.0091, -0.0733,  0.0739,  ...,  0.0532, -0.0670,  0.0190])
32,13,tensor(22),{22: 0.387407},117000,tensor([ 0.0082, -0.0763,  0.0745,  ...,  0.0599, -0.0670,  0.0190])
42,13,tensor(22),{22: 0.934211},117000,tensor([ 0.0107, -0.0846,  0.0815,  ...,  0.0663, -0.0670,  0.0190])
62,27,tensor(20),{22: 0.934211, 20: 0.005102},117000,tensor([-0.0246, -0.0150,  0.0367,  ..., -0.0302, -0.0173, -0.0045])
72,19,tensor(20),{22: 0.934211, 20: 0.160221},117000,tensor([-2.4134e-02, -1.1636e-02,  3.0884e-02,  ..., -3.0179e-02,
        -1.7347e-02, -8.9786e-05])
92,27,tensor(20),{22: 0.934211, 20: 0.986842},117000,tensor([-0.0288, -0.0039,  0.0254,  ..., -0.0302, -0.0173, -0.0026])
102,16,tensor(4),{22: 0.934211, 20: 0.986842, 4: 1.0},117000,tensor([-0.0142, -0.0512,  0.0590,  ...,  0.0660, -0.0670,  0.0177])
133,16,tensor(4),{22: 0.934211, 20: 0.986842, 4: 1.0},117000,tensor([-0.0142, -0.0512,  0.0590,  ...,  0.0660, -0.0670,  0.0177])
153,19,tensor(24),{22: 0.934211, 20: 0.986842, 4: 1.0, 24: 0.23323999345302582},117000,tensor([-0.0267, -0.0567,  0.0667,  ...,  0.0341, -0.0678,  0.0190])
163,19,tensor(24),{22: 0.934211, 20: 0.986842, 4: 1.0, 24: 0.23324},117000,tensor([-0.0267, -0.0567,  0.0667,  ...,  0.0341, -0.0678,  0.0190])
173,19,tensor(24),{22: 0.934211, 20: 0.986842, 4: 1.0, 24: 0.23324},117000,tensor([-0.0267, -0.0567,  0.0667,  ...,  0.0341, -0.0678,  0.0190])
183,19,tensor(24),{22: 0.934211, 20: 0.986842, 4: 1.0, 24: 0.23324},117000,tensor([-0.0267, -0.0567,  0.0667,  ...,  0.0341, -0.0678,  0.0190])
194,19,tensor(24),{22: 0.934211, 20: 0.986842, 4: 1.0, 24: 0.23324},117000,tensor([-0.0267, -0.0567,  0.0667,  ...,  0.0341, -0.0678,  0.0190])
204,30,tensor(8),{22: 0.934211, 20: 0.986842, 4: 1.0, 24: 0.23324, 8: 0.9868419766426086},117000,tensor([ 0.0683, -0.0487,  0.0502,  ..., -0.0354, -0.0491,  0.0639])
214,6,tensor(8),{22: 0.934211, 20: 0.986842, 4: 1.0, 24: 0.23324, 8: 0.986842},117000,tensor([ 0.0683, -0.0487,  0.0537,  ..., -0.0354, -0.0466,  0.0637])
234,30,tensor(8),{22: 0.934211, 20: 0.986842, 4: 1.0, 24: 0.23324, 8: 0.986842},117000,tensor([ 0.0683, -0.0487,  0.0502,  ..., -0.0354, -0.0491,  0.0639])
254,13,tensor(13),{22: 0.934211, 20: 0.986842, 4: 1.0, 24: 0.23324, 8: 0.986842, 13: 1.0},117000,tensor([ 0.0059, -0.0928,  0.0808,  ...,  0.0490, -0.0673,  0.0190])
264,13,tensor(13),{22: 0.934211, 20: 0.986842, 4: 1.0, 24: 0.23324, 8: 0.986842, 13: 1.0},117000,tensor([ 0.0059, -0.0928,  0.0808,  ...,  0.0490, -0.0673,  0.0190])
274,13,tensor(13),{22: 0.934211, 20: 0.986842, 4: 1.0, 24: 0.23324, 8: 0.986842, 13: 1.0},117000,tensor([ 0.0059, -0.0928,  0.0808,  ...,  0.0490, -0.0673,  0.0190])
284,13,tensor(13),{22: 0.934211, 20: 0.986842, 4: 1.0, 24: 0.23324, 8: 0.986842, 13: 1.0},117000,tensor([ 0.0059, -0.0928,  0.0808,  ...,  0.0490, -0.0673,  0.0190])
