0.0,0.0,19.0,1667421444.1643794
1.0,50.0,6.0,1667421825.7858977
2.0,100.0,16.0,1667422101.5224457
3.0,150.0,22.0,1667422384.9787035
4.0,200.0,15.0,1667422779.100978
5.0,250.0,21.0,1667423131.019579
6.0,300.0,24.0,1667423510.5294034
7.0,350.0,0.0,1667423905.250756
8.0,400.0,2.0,1667424229.6984484
9.0,450.0,3.0,1667424562.5207222
10.0,500.0,23.0,1667424903.7462215
11.0,550.0,4.0,1667425251.2253988
12.0,600.0,12.0,1667425606.8416724
13.0,650.0,10.0,1667425971.9945338
14.0,700.0,30.0,1667426343.4798398
15.0,750.0,1.0,1667426724.1139667
16.0,800.0,14.0,1667427112.026839
17.0,850.0,20.0,1667427508.5099218
18.0,900.0,17.0,1667427914.6284692
19.0,950.0,11.0,1667428326.8701708
20.0,1000.0,13.0,1667428750.4817264
21.0,1050.0,25.0,1667429179.3197901
22.0,1100.0,29.0,1667429616.503013
23.0,1150.0,7.0,1667430061.760551
24.0,1200.0,18.0,1667430514.8983724
25.0,1250.0,27.0,1667430976.5455854
26.0,1300.0,28.0,1667431460.0985157
27.0,1350.0,31.0,1667431945.9082892
28.0,1400.0,26.0,1667432455.7397742
29.0,1450.0,5.0,1667432972.1456738
30.0,1500.0,9.0,1667433496.881612
31.0,1550.0,8.0,1667434029.3873265
