53,21,tensor(7),{12: 1.0, 7: 0.13354699313640594},117000,tensor([ 0.0093, -0.0716,  0.0690,  ...,  0.0286, -0.0467,  0.0163])
73,26,tensor(7),{12: 1.0, 7: 0.256882},117000,tensor([ 0.0115, -0.0708,  0.0679,  ...,  0.0270, -0.0479,  0.0147])
93,26,tensor(7),{12: 1.0, 7: 0.265528},117000,tensor([ 0.0139, -0.0707,  0.0638,  ...,  0.0243, -0.0468,  0.0147])
103,29,tensor(17),{12: 1.0, 7: 0.265528, 17: 1.0},117000,tensor([-0.0085, -0.0628,  0.0748,  ...,  0.0448, -0.0670,  0.0190])
123,29,tensor(17),{12: 1.0, 7: 0.265528, 17: 1.0},117000,tensor([-0.0085, -0.0628,  0.0748,  ...,  0.0448, -0.0670,  0.0190])
143,25,tensor(17),{12: 1.0, 7: 0.265528, 17: 1.0},117000,tensor([-0.0102, -0.0624,  0.0746,  ...,  0.0467, -0.0670,  0.0190])
153,2,tensor(14),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0},117000,tensor([-0.0513, -0.0657,  0.0815,  ...,  0.0461, -0.0831,  0.0190])
204,9,tensor(11),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0},117000,tensor([-0.0180, -0.0425,  0.0560,  ...,  0.0509, -0.0492,  0.0190])
214,9,tensor(11),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0},117000,tensor([-0.0180, -0.0425,  0.0560,  ...,  0.0509, -0.0492,  0.0190])
234,9,tensor(11),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0},117000,tensor([-0.0180, -0.0425,  0.0560,  ...,  0.0509, -0.0492,  0.0190])
244,9,tensor(11),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0},117000,tensor([-0.0180, -0.0425,  0.0560,  ...,  0.0509, -0.0492,  0.0190])
254,11,tensor(3),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0, 3: 1.0},117000,tensor([ 0.0039, -0.0689,  0.0694,  ...,  0.0486, -0.0571,  0.0157])
274,11,tensor(3),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0, 3: 1.0},117000,tensor([ 0.0039, -0.0689,  0.0694,  ...,  0.0486, -0.0571,  0.0157])
284,11,tensor(3),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0, 3: 1.0},117000,tensor([ 0.0039, -0.0689,  0.0694,  ...,  0.0486, -0.0571,  0.0157])
294,11,tensor(3),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0, 3: 1.0},117000,tensor([ 0.0039, -0.0689,  0.0694,  ...,  0.0486, -0.0571,  0.0157])
304,5,tensor(10),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0, 3: 1.0, 10: 1.0},117000,tensor([-0.0318, -0.0133,  0.0494,  ..., -0.0288, -0.0140, -0.0005])
314,5,tensor(10),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0, 3: 1.0, 10: 1.0},117000,tensor([-0.0318, -0.0133,  0.0494,  ..., -0.0288, -0.0140, -0.0005])
354,20,tensor(2),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0, 3: 1.0, 10: 1.0, 2: 1.0},117000,tensor([ 0.0041, -0.0294,  0.0238,  ..., -0.0190, -0.0237, -0.0003])
364,20,tensor(2),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0, 3: 1.0, 10: 1.0, 2: 1.0},117000,tensor([ 0.0041, -0.0294,  0.0238,  ..., -0.0190, -0.0237, -0.0003])
374,20,tensor(2),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0, 3: 1.0, 10: 1.0, 2: 1.0},117000,tensor([ 0.0041, -0.0294,  0.0238,  ..., -0.0190, -0.0237, -0.0003])
384,20,tensor(2),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0, 3: 1.0, 10: 1.0, 2: 1.0},117000,tensor([ 0.0041, -0.0294,  0.0238,  ..., -0.0190, -0.0237, -0.0003])
394,20,tensor(2),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0, 3: 1.0, 10: 1.0, 2: 1.0},117000,tensor([ 0.0041, -0.0294,  0.0238,  ..., -0.0190, -0.0237, -0.0003])
404,32,tensor(31),{12: 1.0, 7: 0.265528, 17: 1.0, 14: 1.0, 11: 1.0, 3: 1.0, 10: 1.0, 2: 1.0, 31: 1.0},117000,tensor([-0.0116, -0.0860,  0.0794,  ...,  0.0313, -0.0626,  0.0190])
