0.0,0.0,5.0,1667421410.2248192
1.0,50.0,22.0,1667421823.0506146
2.0,100.0,27.0,1667422099.101501
3.0,150.0,7.0,1667422383.989345
4.0,200.0,18.0,1667422765.92789
5.0,250.0,30.0,1667423124.7158513
6.0,300.0,25.0,1667423508.2299492
7.0,350.0,10.0,1667423903.985693
8.0,400.0,23.0,1667424227.7932007
9.0,450.0,4.0,1667424559.8947535
10.0,500.0,14.0,1667424900.9979475
11.0,550.0,19.0,1667425249.588709
12.0,600.0,29.0,1667425606.707798
13.0,650.0,11.0,1667425971.3296869
14.0,700.0,0.0,1667426344.2340744
15.0,750.0,21.0,1667426724.8566284
16.0,800.0,24.0,1667427113.3750103
17.0,850.0,16.0,1667427509.150946
18.0,900.0,28.0,1667427913.0355804
19.0,950.0,8.0,1667428325.6268687
20.0,1000.0,6.0,1667428746.7252426
21.0,1050.0,20.0,1667429175.5888119
22.0,1100.0,3.0,1667429612.226826
23.0,1150.0,12.0,1667430057.0507188
24.0,1200.0,15.0,1667430510.4598227
25.0,1250.0,13.0,1667430971.9067214
26.0,1300.0,9.0,1667431443.9251049
27.0,1350.0,31.0,1667431930.8674574
28.0,1400.0,1.0,1667432425.9691944
29.0,1450.0,26.0,1667432941.3499343
30.0,1500.0,2.0,1667433464.8567169
31.0,1550.0,17.0,1667433996.8042803
