0.0,0.0,28.0,1667421500.2766438
1.0,50.0,20.0,1667421821.0248487
2.0,100.0,9.0,1667422095.836093
3.0,150.0,26.0,1667422379.5965157
4.0,200.0,22.0,1667422764.1773171
5.0,250.0,10.0,1667423121.0035274
6.0,300.0,29.0,1667423491.3101401
7.0,350.0,17.0,1667423881.5786843
8.0,400.0,7.0,1667424203.656767
9.0,450.0,5.0,1667424534.2471068
10.0,500.0,19.0,1667424874.0683482
11.0,550.0,25.0,1667425221.3488874
12.0,600.0,8.0,1667425576.1546175
13.0,650.0,1.0,1667425939.0032144
14.0,700.0,4.0,1667426310.852479
15.0,750.0,31.0,1667426687.7301922
16.0,800.0,30.0,1667427075.2186453
17.0,850.0,6.0,1667427470.9459832
18.0,900.0,2.0,1667427875.210807
19.0,950.0,0.0,1667428287.2106452
20.0,1000.0,3.0,1667428707.316729
21.0,1050.0,12.0,1667429135.1622515
22.0,1100.0,27.0,1667429571.9773018
23.0,1150.0,14.0,1667430016.544337
24.0,1200.0,13.0,1667430470.309949
25.0,1250.0,21.0,1667430929.5354772
26.0,1300.0,15.0,1667431398.5897396
27.0,1350.0,18.0,1667431884.9537978
28.0,1400.0,23.0,1667432377.989828
29.0,1450.0,11.0,1667432890.505042
30.0,1500.0,24.0,1667433412.1021419
31.0,1550.0,16.0,1667433943.592763
